"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jun 30 14:24:18 IST 2020","Tue Jun 30 14:25:07 IST 2020","49105","Suite","Test","com.qa.apptest.QatarAirways","com.qa.apptest.QatarAirways","appTest","appTest",""
